sortID,common,spp,sex,N,meanMass,sDev,minMass,maxMass,season,location,citationNumber, 
10780,,Anas superciliosa pelewensis,F,2,600,,560,640,,,,
10781,Philippines Duck,Anas luzonica,M,7,891,,852,977,,Philippines,954,
10782,,Anas luzonica,F,9,777,,752,818,,,,
10783,Spectacled Duck,Anas specularis,M,1,1461,,,,,Tierra del Fuego,546,
10784,,Anas specularis,F,1,1532,,,,,,,
10785,Crested Duck,Anas specularioides,M,1,1078,,,,,Tierra del Fuego,546,
10786,,Anas specularioides,F,1,965,,,,,,,
10787,Northern Pintail,Anas acuta,M,188,1006,96,605,1245,W,"California, USA",28,
10788,,Anas acuta,F,151,887,86,615,1100,,,,
10789,Eaton's Pintail,Anas eatoni,U,38,571,68,455,695,,Kerguelen Islands,1284,
10790,,,,,,,,,,,,
10791,Yellow-billed Pintail,Anas georgica georgica,M,3,632,,610,660,B,South Georgia,1285,
10792,,Anas georgica georgica,F,2,535,,460,610,,,,
10793,Yellow-billed Pintail,Anas georgica spinicauda,M,4,718,,624,786,,Tierra del Fuego,"546, 1042",
10794,,,,,,,,,,,,
10795,White-cheeked Pintail,Anas bahamensis ,M,8,535,,475,590,,Suriname,498,
10796,,Anas bahamensis ,F,6,502,,402,633,,,,
10797,White-cheeked Pintail,Anas bahamensis galapagensis,B,2,438,,425,450,,Galapagos ,1286,
10798,,,,,,,,,,,,
10799,Red-billed Duck,Anas erythrorhyncha,M,104,587,,509,667,,southern Africa,1036,
10800,,Anas erythrorhyncha,F,52,532,,464,607,,,,
10801,Puna Duck,Anas puna,M,2,554,,546,562,,Peru,1042,
10802,,, ,,,,,,,,,
10803,Silver Duck,Anas versicolor,M,1,624,,,,,Tierra del Fuego,546,
10804,,Anas versicolor,F,1,610,,,,,,,
10805,Hottentot Duck,Anas hottentota,B,10, ,,235,325,,Angola,266,
10806,,,,,,,,,,,,
10807,Garganey,Anas querquedula,M,100,342,,,,,France,223,
10808,,Anas querquedula,F,100,310,,,,,,,
10809,Blue-winged Teal,Anas discors,M,110,380,35.7,, ,W,Mexico,1013,
10810,,Anas discors,F,82,340,28.1,, ,,,,
10811,Cinnamon Teal,Anas cyanoptera,M,44,383,,315,450, ,,401,
10812,,Anas cyanoptera,F,69,372,,265,470,,,,
10813,Red Shoveler,Anas platalea,M,2,473,,472,475,,Tierra del Fuego,546,
10814,,Anas platalea,F,1,458,,,,,,,
10815,Cape Shoveler,Anas smithii,M,5,585,,,,,,"1012, 1036",
10816,,Anas smithii,F,,598,,,,,,,
10817,Australian Shoveler,Anas rhynchotis,B,146,667,,545,852,,Australia ,745,
10818,,, , , ,,,,,,,
10819,Australian Shoveler,Anas rhynchotis variegata,M,43,637,46.9,540,750,,New Zealand,745,
10820,,Anas rhynchotis variegata,F,32,614,46.2,530,708,,,,
10821,Northern Shoveler,Anas clypeata,M,90,636,,,908,F,,894,
10822,,Anas clypeata,F,71,590,,,726,,,,
10823,Pink-eared Duck,Malacorhynchus membranaceus,M,77,404,,290,480,,Australia,745,
10824,,Malacorhynchus membranaceus,F,81,344,,272,423,,,,
10825,Marbled Duck,Marmaronetta angustirostris,U,,477,,420,500,W,former USSR,273,
10826,,,,,,,,,,,,
10827,Pink-headed Duck,Rhondonessa caryophyllacea,U,,,,793,1360,,,7,
10828,,,,,,,,,,,,
10829,Red-crested Pochard,Netta rufina,B,29,1118,,990,1300,S,Kazakhstan ,223,
10830,,,,,,,,,,,,
10831,Rosy-billed Pochard,Netta peposaca,U,,1000,,,,,Brazil,1105,
10832,,,,,,,,,,,,
10833,Rosy-billed Pochard,Netta erythrophthalma,B,, ,,700,870,,Angola,266,
10834,,,,,,,,,,,,
10835,Common Pochard,Aythya ferina,B,321,823,,467,1240,W,France,223,
10836,,,,,,,,,,,,
10837,Canvasback,Aythya valisineria,M,191,1252,124,850,1600,W,"New York, USA",821,
10838,,Aythya valisineria,F,54,1154,103,900,1530,,,,
10839,Redhead,Aythya americana,M,119,1118,65.4,925,1320,W,"Texas, USA",1336,
10840,,Aythya americana,F,92,1035,76.7,890,1245,,,,
10841,Ring-necked Duck,Aythya collaris,M,285,730,,,1090,,,894,
10842,,Aythya collaris,F,151,680,,,1180,,,,
10843,Ferruginous Pochard,Aythya nyroca,B,13,574,,470,740,S,France; former USSR,223,
10844,,,,,,,,,,,,
10845,Madagascar Pochard,Aythya innotata,M,1,685,,,,,captive,1143,
10846,,,,,,,,,,,,
10847,Baer's Pochard,Aythya baeri,M,4,724,,625,800,,"Hopei, China",1087,
10848,,Aythya baeri,F,3,641,,594,730,,,,
10849,White-eyed Duck,Aythya australis,M,105,902,,525,1100,,,745,
10850,,Aythya australis,F,88,838,,530,1060,,,,
10851,Tufted Duck,Aythya fuligula,M,343,723,,400,950,W,France,223,
10852,,Aythya fuligula,F,700,680,,450,920,,,,
10853,New Zealand Scaup,Aythya novaeseelandiae,M,13,677,55.6,550,746,,New Zealand,745,
10854,,Aythya novaeseelandiae,F,3,687,,600,742,,,,
10855,Greater Scaup,Aythya marila,M,345,1054,105,657,1316,W,"Long Island Sound, USA",631,
10856,,Aythya marila,F,104,959,108,688,1210,,,,
10857,Lesser Scaup,Aythya affinis,M,112,850,,620,1050,,,894,
10858,,Aythya affinis,F,118,790,,540,960,,,,
10859,Common Eider,Somateria mollissima,M,22,2218,,1384,2800,B,North Atlantic,62,
10860,,Somateria mollissima,F,32,1915,,1192,2895,,,,
10861,King Eider,Somateria spectabilis,M,41,1668,,,,F,"Alaska, USA",894,
10862,,Somateria spectabilis,F,141,1567,,,,,,,
10863,Spectacled Eider,Somateria fischeri,M,53,1494,102,1275,1750,Sp, ,921,
10864,,Somateria fischeri,F,11,1623,152,1300,1850,,,,
10865,Steller's Eider,Polysticta stelleri,M,48,773,,628,900,B,Russia,894,
10866,,Polysticta stelleri,F,42,842,,651,1000,,,,
10867,Labrador Duck,Camptorhynchus labradorius,M,1,865,,,,,extinct,186,
10868,,Camptorhynchus labradorius,F,1,482,,,,,,,
10869,Harlequin Duck,Histrionicus histrionicus,M,82,610,,520,680, ,"Alberta, Canada",1000,
10870,,Histrionicus histrionicus,F,23,517,,480,571, , ,,
10871,Long-tailed Duck,Clangula hyemalis,M,661,932,, , ,W,"Michigan, USA",894,
10872,,Clangula hyemalis,F,636,814,,,,,,,
10873,Black Scoter,Melanitta nigra,M,34,1117,102,, ,,Canada,93,
10874,,Melanitta nigra,F,21,987,110,, ,,,,
10875,Surf Scoter,Melanitta perspicillata,M,221,1148,104,, ,W,"California, USA",1049,
10876,,Melanitta perspicillata,F,21,1047,101,, ,,,,
10877,White-winged Scoter,Melanitta fusca fusca,B,12,1757,,1519,1980,W,Denmark ,223,
10878,,,,,,,,,,,,
10879,White-winged Scoter,Melanitta fusca deglandi,M,29,1917,,1388,2128,W,"Alaska, USA",140,
10880,,Melanitta fusca deglandi,F,10,1732,,1566,1946,,,,
10881,Common Goldeneye,Bucephala clangula,M,47,1120,13,910,1329,,"Utah, USA",320,
10882,,Bucephala clangula,F,48,711,14.1,600,760,,,,
10883,Common Goldeneye,Bucephala clangula,M,9,1136,,966,1245,W,Denmark,320,
10884,,Bucephala clangula,F,9,787,,707,860,,,,
10885,Barrow's Goldeneye,Bucephala islandica,M,18,1130,79.3,980,1315,W,"Washington, USA",321,
10886,,Bucephala islandica,F,10,751,76.8,577,857,,,,
10887,Bufflehead,Bucephala albeola,M,29,473,32.8,424,551,,Oregon,506,
10888,,Bucephala albeola,F,16,334,23.2,297,374,,,,
10889,Smew,Mergellus albellus,M,,652,,540,825,F,former USSR,223,
10890,,Mergellus albellus,F,,568,,515,630,,,,
10891,Hooded Merganser,Lophodytes cucullatus,M,12,554,,453,652,,,310,
10892,,Lophodytes cucullatus,F,19,680,,595,879,,,,
10893,Brazilian Merganser,Mergus octosetaceus,U,,983,,,,,estimated ,700,
10894,,,,,,,,,,,,
10895,Red-breasted Merganser,Mergus serrator,M,18,1135,,,1317,,,894,
10896,,Mergus serrator,F,17,908,,,1271,,,,
10897,Common Merganser,Mergus merganser,M,13,1709,,1528,2054,F,,894,
10898,,Mergus merganser,F,11,1232,,1050,1362,,,,
10899,Scaly-sided Merganser,Mergus squamatus,U,,1234,,,,,estimated ,700,
10900,,,,,,,,,,,,
10901,Auckland Islands Merganser,Mergus australis,U,,898,,,,,estimated,700,
10902,,,,,,,,,,,,
10903,Black-headed Duck,Heteronetta atricapilla,M,11,513,,434,580,, ,592,
10904,,Heteronetta atricapilla,F,13,565,,470,630,,,,
10905,Masked Duck,Nomonyx dominicus,M,19,385, ,,,, ,592,
10906,,Nomonyx dominicus,F,17,346,,,,,,,
10907,Ruddy Duck,Oxyura jamaicensis,M,157,629,37.6,, ,PB,"Manitoba, Canada",143,
10908,,Oxyura jamaicensis,F,9,588,57,, ,,,,
10909,Andean Duck,Oxyura ferruginea,M,5,784,,688,850,,Argentina,"210, 546",
10910,,,,,,,,,,,,
10911,White-headed Duck,Oxyura leucocephala,M,3,737,,553,865,W,Pakistan,223,
10912,,Oxyura leucocephala,F,3,593,,539,631,,,,
10913,Maccoa Duck,Oxyura maccoa,M,1,820,,,,,,592,
10914,,Oxyura maccoa,F,3,554,,516,580,,,,
10915,Lake Duck,Oxyura vittata,M,8,663,,600,850,,Argentina,"592, 776",
10916,,Oxyura vittata,F,1,623,,,,,,,
10917,Blue-billed Duck,Oxyura australis,F,47,798,16.8,,,Sp,,745,
10918,,, , , , ,,,,,,
10919,Musk Duck,Biziura lobata,M,243,2398, ,1811,3120,,Australia,745,
10920,,Biziura lobata,F,292,1551, ,993,1844,,,,
10922,Bearded Reedling,Panurus biarmicus,M,63,15,1,13,17.5,B,France,223,
10923,,Panurus biarmicus,F,31,14,1.2,11,16,,,,
10924,Bearded Reedling,Panurus biarmicus,M,61,13.4,0.9,11,16,Y,Spain ,929,
10925,,Panurus biarmicus,F,37,13,1,11.4,16,,,,
10926,Great Parrotbill,Conostoma oemodium,M,1,84,,,,,Nepal,1143,
10927,,,,,,,,,,,,
10928,Brown Parrotbill,Paradoxornis unicolor,U,2,34,,32,36,, ,7,
10929,,,,,,,,,,,,
10930,Gray-headed Parrotbill,Paradoxornis gularis,B,2,29,,29,29,,India,7,
10931,,,,,,,,,,,,
10932,Spot-breasted Parrotbill,Paradoxornis guttaticollis,F,1,26,,,,, ,7,
10933,,,,,,,,,,,,
10934,Vinous-throated Parrotbill,Paradoxornis webbianus,U,73,10.9,1.5,,,,Taiwan,1085,
10935,,,,,,,,,,,,
10936,Fulvous Parrotbill,Paradoxornis fulvifrons,B,5,6.4,,6,6.5,,Nepal,1143,
10937,,,,,,,,,,,,
10938,Black-throated Parrotbill,Paradoxornis nipalensis,B,,,,5,6,, ,7,
10939,,,,,,,,,,,,
10940,Golden Parrotbill,Paradoxornis verreauxi,U,,6,,,,,Taiwan,834,
10941,,,,,,,,,,,,
10942,Black-browed Parrotbill,Paradoxornis atrosuperciliaris,F,2,16.8,,16.7,17,,Myanmar; India,1148,
10943,,,,,,,,,,,,
10944,Rufous-headed Parrotbill,Paradoxornis ruficeps,B,2,32,,30,34,,India,7,
10945,,,,,,,,,,,,
10946,,,,,,,,,,,,
10948,Logrunner,Orthonyx temminckii,M,11,61.3,4,58,70.5,,"Queensland, Australia",518,
10949,,Orthonyx temminckii,F,5,55,,49,58,,,,
10950,Chowchilla,Orthonyx spaldingii spaldingii,M,9,187,,167,208,,Australia,518,
10951,,Orthonyx spaldingii spaldingii,F,18,135,6.7,123,148,,,,
10952,Chowchilla,Orthonyx spaldingii melasmenus,M,2,164,,155,172,,Australia,518,
10953,,Orthonyx spaldingii melasmenus,F,3,122,,120,125,,,,
10954,,,,,,,,,,,,
10956,Eastern Whipbird,Psophodes olivaceus ,M,25,68,3.1,64,76,,eastern Australia,518,
10957,,Psophodes olivaceus ,F,21,57.2,4.5,50.5,89,,,,
10958,Western Whipbird,Psophodes nigrogularis,M,11,46,2.2,,,,Western Australia,1123,
10959,,Psophodes nigrogularis,F,12,43.1,2.7,,,,,,
10960,Chiming Wedgebill,Psophodes occidentalis,M,6,43.3,,40,49,,Australia,518,
10961,,Psophodes occidentalis,F,5,36.3,,27,40,,,,
10962,Chirruping Wedgebill,Psophodes cristatus,M,22,42.4,4.6,27.4,47.5,,Australia,518,
10963,,Psophodes cristatus,F,18,39.1,2.4,36,44.5,,,,
10964,Spotted Quail-thrush,Cinclosoma punctatum,M,15,120,12.1,84,144,,eastern Australia,518,
10965,,Cinclosoma punctatum,F,10,107,8.5,88,117,,,,
10966,Chestnut Quail-thrush,Cinclosoma castanotus,M,72,74.6,4.1,67,87,,Australia,376,
10967,,Cinclosoma castanotus,F,44,72.1,6.4,58,85,,,,
10968,Chestnut-breasted Quail-thrush,Cinclosoma castaneothorax,M,13,69.2,3.2,63,75,,Australia,376,
10969,,     castaneothoraxCinclosoma castaneothorax,F,14,61.5,3.9,56,67,,, ,
10970,Chestnut-breasted Quail-thrush,Cinclosoma castaneothorax,M,62,60.8,4.4,54,74,,Australia,376,
10971,,     marginatusCinclosoma castaneothorax,F,41,58.7,4.1,51,70,,,,
10972,Cinnamon Quail-thrush,Cinclosoma cinnamomeum,M,19,58.8,3.1,53,67,,Australia,376,
10973,,     cinnamomeumCinclosoma cinnamomeum,F,6,58.4,,56,62,,,,
10974,Cinnamon Quail-thrush,Cinclosoma cinnamomeum,M,10,54.9,,50,62,,Australia,518,
10975,,     alisteriCinclosoma cinnamomeum,F,6,52.7,,50.7,54.5,,,,
10976,Spotted Jewel-babbler,Ptilorrhoa leucosticta,B,4,49.2,,47.5,51,,New Guinea,"282, 283",
10977,,,,,,,,,,,,
10978,Blue Jewel-babbler,Ptilorrhoa caerulescens,U,21,49,,,,,New Guinea,61,
10979,,,,,,,,,,,,
10980,Chestnut-backed Jewel-babbler,Ptilorrhoa castanonota,B,6,69.7,,58,74,,New Guinea,283,
10981,,,,,,,,,,,,
10982,Blue-capped Ifrita,Ifrita kowaldi,B,15,32.1,2.1,28.8,36,,New Guinea,"283, 424",
10983,,,,,,,,,,,,
10984,,,,,,,,,,,,
10986,Long-tailed Tit,Aegithalos caudatus,U,457,8.6,,7.1,10,Sp,former USSR,223,
10987,,,,,,,,,,,,
10988,White-cheeked Tit,Aegithalos leucogenys,M,9,,,6,8,,India,7,
10989,,Aegithalos leucogenys,F,7,,,6,7,,,,
10990,Black-throated Tit,Aegithalos concinnus,B,29,6.1,,5,7.5,,India,7,
10991,,,,,,,,,,,,
10992,White-throated Tit,Aegithalos niveogularis,U,3,7.8,,,,,India,942,
10993,,,,,,,,,,,,
10994,Black-browed Tit,Aegithalos iouschistos,M,5,7,,6.5,7.5,,India,7,
10995,,,,,,,, ,,,,
10996,Sooty Tit,Aegithalos fuliginosus,U,,,,4,8,,,479,
10997,,,,,,,,,,,,
10998,Bushtit,Psaltriparus minimus,B,53,5.3,0.4,4.5,6,,"California, USA",314,
10999,,,,,,,,,,,,
11000,,,,,,,,,,,,
11002,Orange-crowned Fairywren,Clytomyias insignis,B,15,12.4,,10,14,,New Guinea,1022,
11003,,,,,,,,,,,,
11004,Wallace's Fairywren,Sipodotus wallacii,B,6,7.7,,6.5,8.5,,,1022,
11005,,,,,,,,,,,,
11006,Broad-billed Fairywren,Malurus grayi grayi,M,5,16,,14,17,,New Guinea,285,
11007,,Malurus grayi grayi,F,7,14.2,,12,16,,,,
11008,Broad-billed Fairywren,Malurus grayi campbelli,M,3,11,,10,12,,,1022,
11009,,Malurus grayi campbelli,F,3,9.7,,8,11,,,,
11010,White-shouldered Fairywren,Malurus alboscapulatus,B,14,10.9,,9.3,12.3,,New Guinea,283,
11011,,,,,,,,,,,,
11012,White-shouldered Fairywren,Malurus alboscapulatus moretoni,M,20,9,1.1,8,11,,,1022,
11013,,Malurus alboscapulatus moretoni,F,13,8.3,1.2,7,9,,,,
11014,Red-backed Fairywren,Malurus melanocephalus,B,50,7.9,,5,10,, ,1022,
11015,,,,,,,,,,,,
11016,White-winged Fairywren,Malurus leucopterus,B,62,7.4,,6.3,8.4,, ,1022,
11017,,,,,,,,,,,,
11018,Superb Fairywren,Malurus cyaneus cyaneus,M,20,11.3,0.8,10,13.8,, ,1022,
11019,,Malurus cyaneus cyaneus,F,31,10.5,0.8,9,12.2,,,,
11020,Superb Fairywren,Malurus cyaneus cyanochlamys,B,61,9.3, ,8,10.5,,,1022,
11021,,, , ,  , ,,,,,,
11022,Splendid Fairywren,Malurus splendens splendens,M,43,10.6,0.4,9.2,11.1,,,1022,
11023,,Malurus splendens splendens,F,46,9.6,0.4,8.6,10.2,,,,
11024,Splendid Fairywren,Malurus splendens callainus,M,20,9,0.8,8,10,,,1022,
11025,,Malurus splendens callainus,F,4,8.5,,7.6,9,,,,
11026,Variegated Fairywren,Malurus lamberti assimilis,B,55,7.6, ,5.9,10,,Australia,1022,
11027,,,,,,,,,,,,
11028,Variegated Fairywren,Malurus lamberti lamberti,B,96,8.2,,7,11,,,1022,
11029,,,,,,,,,,,,
11030,Variegated Fairywren,Malurus lamberti rogersi,M,32,8.4,0.6,7.1,9.5,,Western Australia,517,
11031,,Malurus lamberti rogersi,F,26,8,0.4,7.1,9.2,,,,
11032,Lovely Fairywren,Malurus amabilis,M,12,9.1,1,7.5,11.5,,"Queensland, Australia",517,
11033,,Malurus amabilis,F,6,8.2,,7.5,9,,,,
11034,Red-winged Fairywren,Malurus elegans ,M,468,9.9,0.5,8.5,11.5,,,1022,
11035,,Malurus elegans ,F,323,9.3,0.6,8,11.5,,,,
11036,Blue-breasted Fairywren,Malurus pulcherrimus,M,29,9.4,0.5,8.4,10.3,,,1022,
11037,,Malurus pulcherrimus,F,18,9,0.4,7.8,10.5,,,,
11038,Purple-crowned Fairywren,Malurus coronatus,M,41,11.4,0.6,10.1,13,,,1022,
11039,,Malurus coronatus,F,38,10.8,0.7,9.6,12.6,,,,
11040,Emperor Fairywren,Malurus cyanocephalus bonapartii,M,14,13.3,1.5,10,17,, ,1022,
11041,,Malurus cyanocephalus bonapartii,F,11,11.6,1,9.5,14,,,,
11042,Southern Emuwren,Stipiturus malachurus malachurus,B,67,7.3,0.1, , ,,"Victoria, Australia",736,
11043,,,,,,,,,,,,
11044,Rufous-crowned Emuwren,Stipiturus ruficeps,B,29,5,,4,6.3,,Australia,517,
11045,,,,,,,,,,,,
11046,Mallee Emuwren,Stipiturus mallee,M,1,5.5,,,,,,1022,
11047,,,,,,,,,,,,
11048,Thick-billed Grasswren,Amytornis textilis,M,32,24,1.2,21.6,27.6,,Western Australia,517,
11049,,Amytornis textilis,F,35,22.1,1.4,19.6,25.6,,,,
11050,Dusky Grasswren,Amytornis purnelli purnelli,M,13,22,1.1,20,23.9,,Australia,517,
11051,,Amytornis purnelli purnelli,F,11,20,1.2,17.6,21.5,,,,
11052,Kalkadoon Grasswren,Amytornis ballarae,B,15,20.9,,17,25.5,,"Queensland, Australia",517,
11053,,,,,,,,,,,,
11054,Black Grasswren,Amytornis housei,M,8,30.2,,29,31,,,517,
11055,,Amytornis housei,F,9,27.7,,23.5,34,,,,
11056,Striated Grasswren,Amytornis striatus,M,30,20.2,1,18,22.5,,South Australia,619,
11057,,Amytornis striatus,F,18,19.1,1.2,17,22,,,,
11058,Short-tailed Grasswren,Amytornis merrotsyi,B,7,22.5,,21.5,23.5,,South Australia,517,
11059,,,,,,,,,,,,
11060,White-throated Grasswren,Amytornis woodwardi,M,8,36.8,,33,40,,,1022,
11061,,Amytornis woodwardi,F,8,33.4,,30,37,,,,
11062,Carpentarian Grasswren,Amytornis dorotheae,M,3,24.3,,24,24.5,,Australia,517,
11063,,Amytornis dorotheae,F,4,22.2,,20.5,23.2,,,,
11064,Gray Grasswren,Amytornis barbatus ,M,58,18.8,1.4,15,21,,Australia,517,
11065,,Amytornis barbatus ,F,69,18,1.2,15,21,,,,
11066,Eyrean Grasswren,Amytornis goyderi,M,10,17,,15,18.5,,Australia,517,
11067,,Amytornis goyderi,F,7,16.4,,14,17.5,,,,
11068,,,,,,,,,,,,
11070,Western Bristlebird,Dasyornis longirostris,U,26,32.7,2.8,26.3,38.5,,Australia,518,
11071,,,,,,,,,,,,
11072,Eastern Bristlebird,Dasyornis brachypterus,U,23,41.8,3.6,34,49,,"New South Wales, Australia",518,
11073,,,,,,,,,,,,
11074,Rufous Bristlebird,Dasyornis broadbenti,B,15,67.9, ,59,74.5,,South Australia,518,
11075,,,,,,,,,,,,
11076,Pilotbird,Pycnoptilus floccosus floccosus,B,10,31.4,,25,39,,eastern Australia,518,
11077,,,,,,,,,,,,
11078,Pilotbird,Pycnoptilus floccosus sandlandi,U,108,26.6,2.2,19,32,,"New South Wales, Australia",518,
11079,,,,,,,,,,,,
11080,Rock Warbler,Origma solitaria,M,15,14.7,0.6,14,16,,"New South Wales, Australia",518,
11081,,Origma solitaria,F,10,14,0.9,12.3,15,,,,
11082,Fernwren,Oreoscopus gutturalis,U,105,20,1.3,17.4,23.2,,"Queensland, Australia",518,
11083,,,,,,,,,,,,
11084,Rusty Mouse-Warbler,Crateroscelis murina,B,17,15,,13,17,,New Guinea,283,
11085,,,,,,,,,,,,
11086,Mountain Mouse-Warbler,Crateroscelis robusta,U,35,18.6,1.6,15.5,21,,Papua New Guinea,387,
11087,,,,,,,,,,,,
11088,Yellow-throated Scrubwren,Sericornis citreogularis,M,21,19.1,1.7,16.5,22,,eastern Australia,518,
11089,,      citreogularisSericornis citreogularis,F,11,17.3,2,14,20.5,,,,
11090,Yellow-throated Scrubwren,Sericornis citreogularis cairnsi,M,113,17.4,1,14.6,20.7,,"Queensland, Australia", 390a,
11091,,Sericornis citreogularis cairnsi,F,77,16.7,1.3,14.1,21,,,,
11092,White-browed Scrubwren,Sericornis frontalis frontalis,M,25,13.3,1.3,11,15.8,,eastern Australia,518,
11093,,Sericornis frontalis frontalis,F,20,12.6,1.1,9.6,14,,,,
11094,White-browed Scrubwren,Sericornis frontalis harterti,M,19,16.4,1.2,14,18,,"Victoria, Australia",518,
11095,,Sericornis frontalis harterti,F,13,14.9,1.4,12,17,,,,
11096,White-browed Scrubwren,Sericornis frontalis mellori,M,24,12.6,0.9,10.5,14.5,,southwest Australia,518,
11097,,Sericornis frontalis mellori,F,11,12.1,1.1,11,14,,,,
11098,White-browed Scrubwren,Sericornis frontalis balstoni,B,29,11.4,,8.8,18,,Western Australia,518,
11099,,,,,,,,,,,,
11100,Brown Scrubwren,Sericornis humilis,M,12,19.6,1.5,16.5,21.2,,"Tasmania, Australia",518,
11101,,Sericornis humilis,F,10,17,1.4,14.5,19,,,,
11102,Atherton Scrubwren,Sericornis keri,M,9,12,,10,13,,"Queensland, Australia",518,
11103,,Sericornis keri,F,11,10.8,1.2,8.9,13,,,,
11104,Beccari's Scrubwren,Sericornis beccarii boreonesioticus,B,42,12.5,1,10.4,14.7,,New Guinea,282,
11105,,,,,,,,,,,,
11106,Beccari's Scrubwren,Sericornis beccarii imitator,M,3,13.3,,12.5,14,,New Guinea,282,
11107,,Sericornis beccarii imitator,F,1,11,,,,,,,
11108,Beccari's Scrubwren,Sericornis beccarii dubius,B,26,10.9,,8,14,,"Queensland, Australia",518,
11109,,, , , ,,,,,,,
11110,Perplexing Scrubwren,Sericornis virgatus,B,7,12.4,,11.5,13.5,,New Guinea,282,
11111,,,,,,,,,,,,
11112,Large Scrubwren,Sericornis nouhuysi,B,96,17.1,1.4,11.4,21.1,,Papua New Guinea,387,
11113,,, , , ,, , ,,,,
11114,Large-billed Scrubwren,Sericornis magnirostris,M,214,9.8,0.8,7.9,11.7,,"Queensland, Australia",390a,
11115,,, , , , , , ,,,,
11116,Buff-faced Scrubwren,Sericornis perspicillatus,B,6,9,,8,10.2,,New Guinea,283,
11117,,,,,,,,,,,,
11118,Papuan Scrubwren,Sericornis papuensis,B,100,11.2,0.8,9.5,14.4,,Papua New Guinea,387,
11119,,,,,,,,,,,,
11120,Gray-green Scrubwren,Sericornis arfakianus,B,20,8.7,0.8,6.5,10.3,,New Guinea,"283, 424",
11121,,,,,,,,,,,,
11122,Pale-billed Scrubwren,Sericornis spilodera,B,13,11.7,,10.3,13.2,,New Guinea,283,
11123,,,,,,,,,,,,
11124,Scrubtit,Acanthornis magnus ,M,8,10.8,,9.8,11.6,,"Tasmania, Australia",518,
11125,,Acanthornis magnus ,F,7,9.6,,9,10,,,,
11126,Redthroat,Pyrrholaemus brunneus,B,50,12.5,,11,17,,Australia,518,
11127,,,,,,,,,,,,
11128,Speckled Warbler,Pyrrholaemus sagittatus,M,53,13.7,0.7,12.1,15,,Australia,518,
11129,,Pyrrholaemus sagittatus,F,54,12.9,1.3,8,17.5,,,,
11130,Rufous Fieldwren,Calamanthus campestris,B,9,14.9,,13.5,16,,South Australia,518,
11131,,     campestris,,,,,,,,,,
11132,Rufous Fieldwren,Calamanthus campestris,B,11,13,,10,15,,South Australia,518,
11133,,     isabellinus,,,,,,,,,,
11134,Striated Fieldwren,Calamanthus fuliginosus,B,21,22.1,,19,26,,"Tasmania, Australia",518,
11135,, ,,,,,,,,,,
11136,Striated Fieldwren,Calamanthus fuliginosus,M,10,21.7,1.6,18.5,24,,"New South Wales, Australia",518,
11137,,     albilorisCalamanthus fuliginosus,F,9,18.8,,16,21,,,,
11138,Chestnut-rumped Hylacola,Hylacola pyrrhopygia,B,9,16.8,,13,20,,southeast Australia,518,
11139,,,,,,,,,,,,
11140,Shy Hylacola,Hylacola cauta cauta,B,17,14.4,,13,16.2,,southeast Australia,518,
11141,,,,,,,,,,,,
11142,Shy Hylacola,Hylacola cauta macrorhyncha,M,25,16.1,1,14.5,18.5,,"New South Wales, Australia",518,
11143,,Hylacola cauta macrorhyncha,F,13,15.2,0.6,14,16.5,,,,
11144,Papuan Thornbill,Acanthiza murina,U,3,8.4,,7.8,9,,New Guinea,424,
11145,,,,,,,,,,,,
11146,Buff-rumped Thornbill,Acanthiza reguloides,U,64,7.7,0.6,6.2,9.3,,"Victoria, Australia",518,
11147,,,,,,,,,,,,
11148,Western Thornbill,Acanthiza inornata,U,137,7,0.5,5.8,8,,Western Australia,518,
11149,,,,,,,,,,,,
11150,Slender-billed Thornbill,Acanthiza iredalei iredalei,B,28,5.8,,4.6,6.8,,southwest Australia,518,
11151,,,,,,,,,,,,
11152,Slender-billed Thornbill,Acanthiza iredalei rosinae,U,23,6.3,0.8,5,8,,South Australia,518,
11153,,,,,,,,,,,,
11154,Mountain Thornbill,Acanthiza katherina,U,33,7.2,0.6,5.5,8.2,,"Paluma, Australia",518,
11155,,,,,,,,,,,,
11156,Brown Thornbill,Acanthiza pusilla pusilla,U,325,6.8,0.7,5,12,,"Victoria, Australia",518,
11157,,,,,,,,,,,,
11158,Brown Thornbill,Acanthiza pusilla diemenensis,M,21,8.6,0.9,7,11,,"Tasmania, Australia",518,
11159,,Acanthiza pusilla diemenensis,F,16,7.7,0.8,6,9,,,,
11160,Tasmanian Thornbill,Acanthiza ewingii,B,35,6.9,,5.5,10.5,,"Tasmania, Australia",518,
11161,,,,,,,,,,,,
11162,Inland Thornbill,Acanthiza apicalis,B,28,7.5, ,6.5,8.5,,southwest Australia,518,
11163,,,,,,,,,,,,
11164,Yellow-rumped Thornbill,Acanthiza chrysorrhoa chrysorrhoa,U,39,9.2,0.4,8.4,9.9,,Western Australia,518,
11165,,,,,,,,,,,,
11166,Yellow-rumped Thornbill,Acanthiza chrysorrhoa leachi,B,13,10.4, ,9,11,,"Tasmania, Australia",518,
11167,,,,,,,,,,,,
11168,Yellow-rumped Thornbill,Acanthiza chrysorrhoa normantoni,B,23,8.4,,6.5,11,,Australia,518,
